visible_world,position,can_shoot,holding_flag,action,direction
"[['/', '/', 'x', 'x', '/', 'x', 'x', '/', '/'], ['/', '/', '/', 'x', '#', 'x', '/', '/', '/'], ['#', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', 'x']]","(11, 18)",False,,move,down
"[['/', '/', 'x', 'x', '/', 'x', 'x', '/', '/'], ['/', '/', '/', 'x', '#', 'x', '/', '/', '/'], ['#', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', 'x'], ['/', 'b', '/', '/', '/', '/', '/', 'x', 'x']]","(11, 18)",False,,move,right
"[['/', '/', 'x', 'x', '/', 'x', 'x', '/', '/'], ['/', '/', '/', 'x', '#', 'x', '/', '/', '/'], ['#', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', 'x']]","(11, 18)",True,,shoot,right
"[['/', '/', 'x', 'x', '/', 'x', 'x', '/', '/'], ['/', '/', '/', 'x', '#', 'x', '/', '/', '/'], ['#', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', '/'], ['/', '#', 'x', '/', '/', '/', 'x', 'x', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', 'x']]","(11, 18)",False,,move,up
"[['#', 'x', 'x', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', 'x', '/', 'x', 'x', '/', '#'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', 'x', '/', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', '/', '/']]","(11, 17)",False,,move,right
"[['#', 'x', 'x', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', 'x', '/', 'x', 'x', '/', '#'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', 'x', '/', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', '/', '/']]","(11, 17)",False,,move,right
"[['#', 'x', 'x', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', 'x', '/', 'x', 'x', '/', '#'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', 'x', '/', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', '/', '/']]","(11, 17)",True,,move,right
"[['#', 'x', 'x', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', 'x', '/', 'x', 'x', '/', '#'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', 'x', '/', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', '/', '/']]","(11, 17)",True,,move,left
"[['#', 'x', 'x', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', 'x', '/', 'x', 'x', '/', '#'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', 'x', '/', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'x', '/', '/']]","(11, 17)",True,,shoot,right
"[['#', 'x', 'x', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', 'x', '/', 'x', 'x', '/', '#'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', '/', '/', 'x', 'x', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '#', 'x', 'x', '#', 'x', '/', '/', '/'], ['/', '#', 'x', 'x', '/', 'x', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', 'b', '/', '/']]","(11, 17)",False,,move,up
"[['x', 'x', '/', '/', '/', '/', '/', 'x', '/'], ['#', 'x', 'x', '/', '/', '/', 'x', '#', '/'], ['x', 'x', 'x', '/', '/', '/', 'x', '/', '/'], ['/', 'x', 'x', 'x', '#', 'x', '#', '/', 'x'], ['/', '/', '#', 'x', 'b', 'x', 'x', 'x', 'x'], ['/', 'x', 'x', '#', 'x', '#', 'x', '#', '/'], ['x', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '/', '/', '/', '/'], ['/', '/', 'x', 'x', '/', 'x', '/', '/', '/']]","(11, 16)",False,,move,right
"[['/', '/', '/', 'x', '#', 'x', 'x', '/', '/'], ['/', '/', '/', '/', 'x', 'x', '/', '/', '/'], ['x', '/', '/', '#', 'x', 'x', '/', '/', 'x'], ['x', 'x', 'x', '#', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['x', '/', '#', 'x', '#', 'x', '#', '/', 'x'], ['/', '/', 'x', '/', '/', '/', 'x', '/', '/'], ['/', 'x', 'x', '/', '/', '/', 'x', 'x', '/'], ['#', 'x', '/', '/', '/', '/', '/', '#', '#']]","(12, 16)",False,,move,right
"[['/', 'x', '/', '/', '/', '/', '/', '#', '/'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', 'x'], ['x', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['#', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', '#', 'x', 'x', 'x'], ['/', '/', '/', '#', 'x', 'x', '/', '/', 'x'], ['/', '/', '/', '/', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', 'x', '#', '/', '/']]","(13, 16)",True,,move,up
"[['/', 'x', '/', '/', '/', '/', '/', '#', '/'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', 'x'], ['x', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['#', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', '#', 'x', 'x', 'x'], ['/', '/', '/', '#', 'x', 'x', '/', '/', 'x'], ['/', '/', '/', '/', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'b', 'x', 'x', '#', '/', '/']]","(13, 16)",True,,move,right
"[['/', '/', '#', 'x', '/', 'x', '/', '/', '#'], ['/', '/', '/', 'x', '#', '/', '/', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', '/']]","(14, 16)",True,,move,left
"[['/', 'x', '/', '/', '/', '/', '/', '#', '/'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', 'x'], ['x', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['#', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', '#', 'x', 'x', 'x'], ['/', '/', '/', '#', 'x', 'x', '/', '/', 'x'], ['/', '/', '/', '/', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'b', 'x', '#', '/', '/']]","(13, 16)",True,,shoot,right
"[['/', 'x', '/', '/', '/', '/', '/', '#', '/'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', 'x'], ['x', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['#', 'x', 'x', 'x', 'b', 'x', 'x', 'x', '.'], ['/', '#', 'x', '#', 'x', '#', 'x', 'x', 'x'], ['/', '/', '/', '#', 'x', 'x', '/', '/', 'x'], ['/', '/', '/', '/', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', 'b', '#', '/', '/']]","(13, 16)",False,,move,right
"[['/', '/', '#', 'x', '/', 'x', '/', '/', '#'], ['/', '/', '/', 'x', '#', '/', '/', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', '/']]","(14, 16)",False,,move,down
"[['/', '/', '#', 'x', '/', 'x', '/', '/', '#'], ['/', '/', '/', 'x', '#', '/', '/', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', '/']]","(14, 16)",False,,move,left
"[['/', 'x', '/', '/', '/', '/', '/', '#', '/'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', 'x'], ['x', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['#', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', '#', 'x', 'x', 'x'], ['/', '/', '/', '#', 'x', 'x', '/', '/', 'x'], ['/', '/', '/', '/', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', 'x', '#', '/', '/']]","(13, 16)",True,,move,right
"[['/', '/', '#', 'x', '/', 'x', '/', '/', '#'], ['/', '/', '/', 'x', '#', '/', '/', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', '/']]","(14, 16)",True,,move,down
"[['/', '/', '#', 'x', '/', 'x', '/', '/', '#'], ['/', '/', '/', 'x', '#', '/', '/', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', '/']]","(14, 16)",True,,shoot,left
"[['/', '/', '#', 'x', '/', 'x', '/', '/', '#'], ['/', '/', '/', 'x', '#', '/', '/', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', 'x'], ['.', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', '/']]","(14, 16)",False,,move,up
"[['x', '/', 'x', '/', '/', '/', 'x', '/', '/'], ['x', 'x', '#', 'x', '/', 'x', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', 'x', '/', '/', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '/', '/', '#', 'b', 'x', 'x', 'x', 'x'], ['/', '/', '/', 'x', 'x', 'x', 'x', 'x', 'x'], ['/', 'x', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['x', '/', '#', 'x', '/', 'x', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x']]","(14, 15)",False,,move,down
"[['/', '/', '#', 'x', '/', 'x', '/', '/', '#'], ['/', '/', '/', 'x', '#', '/', '/', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', '#', 'x', 'x', 'x', 'x'], ['/', '/', '#', '/', '/', '/', '#', 'x', '#'], ['/', '/', 'x', '/', '/', '/', 'x', '/', 'x'], ['/', 'x', '/', '/', '/', '/', '/', 'x', '/']]","(14, 16)",False,,move,right
"[['x', '#', '/', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', '#', '/', 'x', 'x', '#', 'x'], ['/', '/', 'x', 'x', '#', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', '#', 'x'], ['/', '/', '/', 'x', 'x', '/', '/', 'x', '/'], ['/', '/', 'x', 'x', '#', '#', '/', '/', 'x']]","(15, 16)",True,,shoot,right
"[['x', '#', '/', '/', '/', '/', 'x', '#', '/'], ['/', 'x', 'x', '#', '/', 'x', 'x', '#', 'x'], ['/', '/', 'x', 'x', '#', 'x', 'x', 'x', 'x'], ['#', '/', '#', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', '.'], ['/', '#', 'x', '#', 'x', 'x', 'x', 'x', '#'], ['/', '/', '/', 'x', 'x', '#', 'x', '#', 'x'], ['/', '/', '/', 'x', 'x', '/', '/', 'x', '/'], ['/', '/', 'x', 'x', '#', '#', '/', '/', 'x']]","(15, 16)",False,,move,right
"[['#', '/', '/', 'x', '#', 'x', '#', '/', '#'], ['x', 'x', '/', '/', 'x', 'x', '#', 'x', '#'], ['/', 'x', 'x', '#', 'x', 'x', 'x', 'x', '#'], ['/', '#', 'x', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', '#'], ['#', '/', '#', 'x', 'x', 'x', 'x', '#', '/'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', 'x', 'x', 'x', '/', '#', 'x', '/', 'x'], ['x', 'b', 'x', '/', '/', '/', '/', 'x', '/']]","(16, 16)",False,,move,right
"[['/', 'x', 'x', '#', 'x', '/', '/', '#', '/'], ['x', '/', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', '#', 'x', 'x', 'x', 'x', '#', 'x'], ['#', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', '#', '/'], ['/', '#', 'x', 'x', 'x', 'x', '#', '/', '#'], ['/', 'x', 'x', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', '/', '#', '/', '/', 'x']]","(17, 16)",False,,move,right
"[['x', 'x', '#', 'x', '/', '#', '#', '/', '/'], ['/', 'x', 'x', 'x', '#', 'x', '#', '/', '#'], ['x', '#', 'x', 'x', 'x', 'x', '#', 'x', 'x'], ['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '/'], ['x', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['#', 'x', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', '#', 'x', '#', 'x', '/', '/', '/'], ['x', '/', 'x', '#', '/', '#', '/', '/', '/'], ['/', '#', '/', '/', '/', '/', '/', '/', '/']]","(18, 16)",True,,move,left
"[['/', 'x', 'x', '#', 'x', '/', '/', '#', '/'], ['x', '/', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', '#', 'x', 'x', 'x', 'x', '#', 'x'], ['#', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', '#', '/'], ['/', '#', 'x', 'x', 'x', 'x', '#', '/', '#'], ['/', 'x', 'x', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', 'x', '/'], ['b', '/', '/', '#', '/', '#', '/', '/', 'x']]","(17, 16)",True,,move,left
"[['#', '/', '/', 'x', '#', 'x', '#', '/', '#'], ['x', 'x', '/', '/', 'x', 'x', '#', 'x', '#'], ['/', 'x', 'x', '#', 'x', 'x', 'x', 'x', '#'], ['/', '#', 'x', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', '#'], ['#', '/', '#', 'x', 'x', 'x', 'x', '#', '/'], ['/', '/', 'x', 'x', '#', 'x', '#', 'x', '/'], ['/', 'x', 'x', 'x', '/', '#', 'x', '/', 'x'], ['x', 'x', 'b', '/', '/', '/', '/', 'x', '/']]","(16, 16)",True,,move,right
"[['/', 'x', 'x', '#', 'x', '/', '/', '#', '/'], ['x', '/', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', '#', 'x', 'x', 'x', 'x', '#', 'x'], ['#', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', '#', '/'], ['/', '#', 'x', 'x', 'x', 'x', '#', '/', '#'], ['/', 'x', 'x', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', '/', '#', '/', '/', 'x']]","(17, 16)",True,,shoot,right
"[['/', 'x', 'x', '#', 'x', '/', '/', '#', '/'], ['x', '/', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', '#', 'x', 'x', 'x', 'x', '#', 'x'], ['#', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', '#', '/'], ['/', '#', 'x', 'x', 'x', 'x', '#', '/', '#'], ['/', 'x', 'x', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', '/', '#', '/', '/', 'x']]","(17, 16)",False,,move,up
"[['x', '#', '/', '/', 'x', '/', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', '/', '/', '#', '/'], ['/', '/', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', '/', '#', 'x', 'x', 'x', 'x', '#', '/'], ['#', 'x', 'x', 'x', 'b', 'x', 'x', 'x', 'x'], ['x', 'x', 'x', 'x', 'x', 'x', 'x', '#', '/'], ['x', '#', 'x', 'x', 'x', 'x', '#', 'x', '/'], ['/', 'x', 'x', '#', 'x', '#', 'x', '/', 'x'], ['x', 'x', '/', '/', '#', '/', '/', 'x', '/']]","(17, 15)",False,,move,right
"[['#', '/', 'x', '/', '/', '/', '/', '/', '/'], ['x', 'x', '#', 'x', '/', '#', '#', '/', '/'], ['/', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['/', '#', 'x', 'x', 'x', 'x', '#', '/', 'x'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', 'x', '#'], ['x', 'x', 'x', 'x', 'x', 'x', '#', '/', '#'], ['#', 'x', 'x', 'x', 'x', '#', 'x', '/', '/'], ['x', 'x', '#', 'x', '#', '/', '/', 'x', '/'], ['x', '/', 'x', '#', '/', '#', '/', '/', 'x']]","(18, 15)",False,,move,up
"[['/', 'x', '/', '/', '/', '/', '/', '/', '/'], ['#', '/', 'x', '/', '/', '/', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '#', '/', '/'], ['#', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['/', '#', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '/'], ['x', 'x', 'x', 'x', 'x', 'x', '#', 'x', '#'], ['#', 'x', 'x', 'x', 'x', '#', 'x', '/', '#'], ['x', 'x', '#', 'x', '#', '/', '/', 'x', '/']]","(18, 14)",True,,shoot,down
"[['/', 'x', '/', '/', '/', '/', '/', '/', '/'], ['#', '/', 'x', '/', '/', '/', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '#', '/', '/'], ['#', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['/', '#', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '/'], ['x', 'x', 'x', 'x', 'x', 'x', '#', 'x', '#'], ['#', 'x', 'x', 'x', 'x', '#', 'x', '/', '#'], ['x', 'x', '#', 'x', '#', '/', '/', 'x', '/']]","(18, 14)",False,,move,up
"[['/', 'x', '/', '/', '/', '/', '/', '/', '/'], ['#', '/', 'x', '/', '/', '/', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '#', '/', '/'], ['#', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['/', '#', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '/'], ['x', 'x', 'x', 'x', 'x', 'x', '#', 'x', '#'], ['#', 'x', 'x', 'x', 'x', '#', 'x', '/', '#'], ['x', 'x', '#', 'x', '#', '/', '/', 'x', '/']]","(18, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '#', '#', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['#', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', 'x', 'x', '#', '/', '/', '#', '/'], ['x', '#', 'x', '#', '/', 'x', '/', '/', '/']]","(19, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '#', '#', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['#', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', 'x', 'x', '#', '/', '/', '#', '/'], ['x', '#', 'x', '#', '/', 'x', '/', '/', '/']]","(19, 14)",True,,shoot,up
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '#', '#', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['#', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', 'x', 'x', '#', '/', '/', '#', '/'], ['x', '#', 'x', '#', '/', 'x', '/', '/', '/']]","(19, 14)",False,,move,down
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['x', '#', '/', '/', '#', '/', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', 'x'], ['#', 'x', 'x', 'x', 'x', '#', 'x', 'x', '#'], ['x', 'x', 'x', 'x', 'b', 'x', 'x', '#', '/'], ['x', 'x', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', 'x', 'x', '#', 'x', '/', '/', '/'], ['x', '#', 'x', '#', '/', 'x', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', 'x', '/', '/']]","(19, 15)",False,,move,down
"[['x', '#', '/', '/', '#', '/', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '/', '/', '#', 'x'], ['#', 'x', 'x', 'x', 'x', '#', 'x', 'x', '/'], ['x', 'x', 'x', 'x', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', 'x', '#', 'x', '/', '/', '/'], ['x', '#', 'x', '/', '/', '/', 'x', 'x', '/'], ['/', 'x', '#', '/', '/', '/', 'x', 'x', 'x'], ['#', '/', '/', '/', '/', '/', '/', '#', 'x']]","(19, 16)",False,,move,left
"[['x', 'x', '#', 'x', '/', '#', '#', '/', '/'], ['/', 'x', 'x', 'x', '#', 'x', '#', '/', '#'], ['x', '#', 'x', 'x', 'x', 'x', '#', 'x', 'x'], ['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '/'], ['x', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['#', 'x', 'x', 'x', 'x', '#', 'x', '#', '/'], ['x', 'x', '#', 'x', '#', 'x', '/', '/', '/'], ['x', '/', 'x', '#', '/', '#', '/', '/', '/'], ['/', '#', '/', '/', '/', '/', '/', '/', '/']]","(18, 16)",True,,move,right
